"STUID","PROGRAM","TERM","TERM_GPA","CREDITS_ATTEMPTED","CREDITS_EARNED"
"STU0282","Engineering",8,2.87,15,15
"STU0283","Engineering",1,3.27,15,15
"STU0283","Engineering",2,2.66,15,15
"STU0283","Engineering",3,3.85,15,15
"STU0283","Engineering",4,3.31,15,15
"STU0283","Engineering",5,3.09,15,15
"STU0283","Engineering",6,3.53,15,15
"STU0283","Engineering",7,3.54,15,15
"STU0283","Engineering",8,3.7,15,15
"STU0284","Liberal Arts",1,3.37,15,15
"STU0284","Liberal Arts",2,2.82,15,15
"STU0284","Liberal Arts",3,3.85,15,15
"STU0284","Liberal Arts",4,3.11,15,15
"STU0284","Liberal Arts",5,2.67,15,15
"STU0284","Liberal Arts",6,2.85,15,15
"STU0284","Liberal Arts",7,3.05,15,15
"STU0284","Liberal Arts",8,3.4,15,15
"STU0285","Engineering",1,1.83,15,15
"STU0285","Engineering",2,2.64,15,15
"STU0286","Engineering",1,3.63,15,15
"STU0286","Engineering",2,4,15,15
"STU0286","Engineering",3,4,15,15
"STU0286","Engineering",4,3.3,15,15
"STU0286","Engineering",5,3.87,15,15
"STU0286","Engineering",6,4,15,15
"STU0286","Engineering",7,4,15,15
"STU0286","Engineering",8,4,15,15
"STU0287","Business",1,2.35,15,15
"STU0287","Business",2,1.56,15,15
"STU0287","Business",3,1.61,15,15
"STU0288","Engineering",1,3.31,15,15
"STU0288","Engineering",2,3.33,15,15
"STU0288","Engineering",3,3.87,15,15
"STU0288","Engineering",4,4,15,15
"STU0288","Engineering",5,3.97,15,15
"STU0288","Engineering",6,3.09,15,15
"STU0288","Engineering",7,3.98,15,15
"STU0288","Engineering",8,3.41,15,15
"STU0289","Engineering",1,2.37,15,15
"STU0289","Engineering",2,2.86,15,15
"STU0289","Engineering",3,2.28,15,15
"STU0289","Engineering",4,3.54,15,15
"STU0289","Engineering",5,3.3,15,15
"STU0289","Engineering",6,3.27,15,15
"STU0289","Engineering",7,4,15,15
"STU0289","Engineering",8,3.61,15,15
"STU0290","Engineering",1,3.16,15,15
"STU0290","Engineering",2,3.64,15,15
"STU0290","Engineering",3,2.92,15,15
"STU0290","Engineering",4,2.69,15,15
"STU0290","Engineering",5,3.13,15,15
"STU0290","Engineering",6,3.58,15,15
"STU0290","Engineering",7,4,15,15
"STU0290","Engineering",8,3.57,15,15
"STU0291","Liberal Arts",1,2.19,15,15
"STU0291","Liberal Arts",2,2.95,15,15
"STU0291","Liberal Arts",3,2.1,15,15
"STU0291","Liberal Arts",4,2.98,15,15
"STU0291","Liberal Arts",5,2.58,15,15
"STU0291","Liberal Arts",6,2.27,15,15
"STU0291","Liberal Arts",7,2.92,15,15
"STU0291","Liberal Arts",8,1.98,15,15
"STU0292","Liberal Arts",1,2.87,15,15
"STU0292","Liberal Arts",2,3.68,15,15
"STU0292","Liberal Arts",3,2.97,15,15
"STU0292","Liberal Arts",4,2.61,15,15
"STU0292","Liberal Arts",5,2.66,15,15
"STU0292","Liberal Arts",6,3.13,15,15
"STU0292","Liberal Arts",7,3.6,15,15
"STU0292","Liberal Arts",8,3.05,15,15
"STU0293","Engineering",1,4,15,15
"STU0293","Engineering",2,4,15,15
"STU0293","Engineering",3,3.66,15,15
"STU0293","Engineering",4,4,15,15
"STU0293","Engineering",5,3.51,15,15
"STU0293","Engineering",6,3.69,15,15
"STU0293","Engineering",7,3.89,15,15
"STU0293","Engineering",8,3.43,15,15
"STU0294","Business",1,2.73,15,15
"STU0294","Business",2,3.12,15,15
"STU0294","Business",3,2.69,15,15
"STU0294","Business",4,2.59,15,15
"STU0294","Business",5,2.31,15,15
"STU0294","Business",6,3.04,15,15
"STU0294","Business",7,2.94,15,15
"STU0294","Business",8,3.29,15,15
"STU0295","Engineering",1,3.33,15,15
"STU0295","Engineering",2,3.49,15,15
"STU0295","Engineering",3,3.11,15,15
"STU0295","Engineering",4,2.79,15,15
"STU0295","Engineering",5,2.54,15,15
"STU0295","Engineering",6,3.22,15,15
"STU0295","Engineering",7,2.99,15,15
"STU0295","Engineering",8,3.08,15,15
"STU0296","Engineering",1,3,15,15
"STU0296","Engineering",2,1.52,15,15
"STU0296","Engineering",3,3.12,15,15
"STU0296","Engineering",4,2.38,15,15
"STU0296","Engineering",5,2.19,15,15
"STU0296","Engineering",6,2.43,15,15
"STU0296","Engineering",7,3.23,15,15
"STU0296","Engineering",8,1.93,15,15
"STU0297","Liberal Arts",1,2.78,15,15
"STU0297","Liberal Arts",2,2.86,15,15
"STU0297","Liberal Arts",3,2.66,15,15
"STU0297","Liberal Arts",4,2.68,15,15
"STU0297","Liberal Arts",5,2.89,15,15
"STU0297","Liberal Arts",6,2.61,15,15
"STU0297","Liberal Arts",7,2.96,15,15
"STU0297","Liberal Arts",8,3.16,15,15
"STU0298","Business",1,3.08,15,15
"STU0298","Business",2,2.76,15,15
"STU0298","Business",3,3.4,15,15
"STU0298","Business",4,3.01,15,15
"STU0298","Business",5,3.38,15,15
"STU0298","Business",6,2.94,15,15
"STU0298","Business",7,2.97,15,15
"STU0298","Business",8,3.3,15,15
"STU0299","Engineering",1,2.31,15,15
"STU0299","Engineering",2,2.46,15,15
"STU0299","Engineering",3,1.8,15,15
"STU0299","Engineering",4,2.35,15,15
"STU0299","Engineering",5,1.51,15,15
"STU0299","Engineering",6,2.32,15,15
"STU0299","Engineering",7,1.29,15,15
"STU0299","Engineering",8,1.76,15,15
"STU0300","Engineering",1,3.98,15,15
"STU0301","Business",1,3.07,15,15
"STU0301","Business",2,3.88,15,15
"STU0301","Business",3,2.42,15,15
"STU0301","Business",4,2.96,15,15
"STU0301","Business",5,2.74,15,15
"STU0301","Business",6,2.83,15,15
"STU0301","Business",7,3.45,15,15
"STU0301","Business",8,3.44,15,15
"STU0302","Business",1,4,15,15
"STU0302","Business",2,4,15,15
"STU0302","Business",3,3.63,15,15
"STU0302","Business",4,3.39,15,15
"STU0302","Business",5,4,15,15
"STU0302","Business",6,3.55,15,15
"STU0302","Business",7,4,15,15
"STU0302","Business",8,3.64,15,15
"STU0303","Engineering",1,3.59,15,15
"STU0303","Engineering",2,3.91,15,15
"STU0303","Engineering",3,4,15,15
"STU0303","Engineering",4,3.53,15,15
"STU0303","Engineering",5,3.95,15,15
"STU0303","Engineering",6,4,15,15
"STU0303","Engineering",7,3.37,15,15
"STU0303","Engineering",8,3.49,15,15
"STU0304","Engineering",1,3.68,15,15
"STU0304","Engineering",2,3.87,15,15
"STU0304","Engineering",3,4,15,15
"STU0304","Engineering",4,3.44,15,15
"STU0304","Engineering",5,4,15,15
"STU0304","Engineering",6,4,15,15
"STU0304","Engineering",7,4,15,15
"STU0304","Engineering",8,3.36,15,15
"STU0305","Liberal Arts",1,2.98,15,15
"STU0305","Liberal Arts",2,1.92,15,15
"STU0305","Liberal Arts",3,2.63,15,15
"STU0305","Liberal Arts",4,2.33,15,15
"STU0305","Liberal Arts",5,3.19,15,15
"STU0305","Liberal Arts",6,1.69,15,15
"STU0305","Liberal Arts",7,2.42,15,15
"STU0305","Liberal Arts",8,2.03,15,15
"STU0306","Liberal Arts",1,3.55,15,15
"STU0306","Liberal Arts",2,3.9,15,15
"STU0306","Liberal Arts",3,2.76,15,15
"STU0306","Liberal Arts",4,3.46,15,15
"STU0306","Liberal Arts",5,3.4,15,15
"STU0306","Liberal Arts",6,3.8,15,15
"STU0306","Liberal Arts",7,3.16,15,15
"STU0306","Liberal Arts",8,3.99,15,15
"STU0307","Business",1,3.09,15,15
"STU0307","Business",2,3.22,15,15
"STU0307","Business",3,2.49,15,15
"STU0307","Business",4,2.89,15,15
"STU0307","Business",5,2.73,15,15
"STU0307","Business",6,3.24,15,15
"STU0307","Business",7,2.61,15,15
"STU0307","Business",8,2.59,15,15
"STU0308","Engineering",1,2.56,15,15
"STU0308","Engineering",2,2.92,15,15
"STU0308","Engineering",3,2.44,15,15
"STU0308","Engineering",4,2.75,15,15
"STU0308","Engineering",5,2.9,15,15
"STU0308","Engineering",6,3.13,15,15
"STU0308","Engineering",7,3.04,15,15
"STU0308","Engineering",8,2.97,15,15
"STU0309","Engineering",1,2.79,15,15
"STU0309","Engineering",2,2.92,15,15
"STU0309","Engineering",3,3.34,15,15
"STU0309","Engineering",4,2.73,15,15
"STU0309","Engineering",5,3.26,15,15
"STU0309","Engineering",6,3.39,15,15
"STU0309","Engineering",7,2.48,15,15
"STU0309","Engineering",8,3.05,15,15
"STU0310","Engineering",1,3.98,15,15
"STU0310","Engineering",2,3.25,15,15
"STU0310","Engineering",3,3.19,15,15
"STU0310","Engineering",4,2.99,15,15
"STU0310","Engineering",5,3.18,15,15
"STU0310","Engineering",6,3.46,15,15
"STU0310","Engineering",7,3.57,15,15
"STU0310","Engineering",8,3.11,15,15
"STU0311","Engineering",1,3,15,15
"STU0311","Engineering",2,2.91,15,15
"STU0311","Engineering",3,3.41,15,15
"STU0311","Engineering",4,2.3,15,15
"STU0311","Engineering",5,3.5,15,15
"STU0311","Engineering",6,3.25,15,15
"STU0311","Engineering",7,3.22,15,15
"STU0311","Engineering",8,2.85,15,15
"STU0312","Liberal Arts",1,1.85,15,15
"STU0312","Liberal Arts",2,1.92,15,15
"STU0313","Business",1,3.72,15,15
"STU0313","Business",2,4,15,15
"STU0313","Business",3,3.45,15,15
"STU0313","Business",4,3.53,15,15
"STU0313","Business",5,3.64,15,15
"STU0313","Business",6,3.83,15,15
"STU0313","Business",7,3.72,15,15
"STU0313","Business",8,4,15,15
"STU0314","Engineering",1,3.5,15,15
"STU0314","Engineering",2,4,15,15
"STU0314","Engineering",3,3.18,15,15
"STU0314","Engineering",4,3.52,15,15
"STU0314","Engineering",5,2.71,15,15
"STU0314","Engineering",6,3.04,15,15
"STU0314","Engineering",7,3.57,15,15
"STU0314","Engineering",8,3.78,15,15
"STU0315","Engineering",1,1.91,15,15
"STU0315","Engineering",2,3.09,15,15
"STU0315","Engineering",3,2.75,15,15
"STU0315","Engineering",4,3.19,15,15
"STU0315","Engineering",5,2.29,15,15
"STU0315","Engineering",6,2.52,15,15
"STU0315","Engineering",7,1.71,15,15
"STU0315","Engineering",8,2.97,15,15
"STU0316","Liberal Arts",1,2.58,15,15
"STU0316","Liberal Arts",2,1.56,15,15
"STU0316","Liberal Arts",3,2.05,15,15
"STU0316","Liberal Arts",4,2.53,15,15
"STU0316","Liberal Arts",5,2.33,15,15
"STU0316","Liberal Arts",6,1.68,15,15
"STU0316","Liberal Arts",7,2.48,15,15
"STU0316","Liberal Arts",8,1.89,15,15
"STU0317","Engineering",1,2.92,15,15
"STU0317","Engineering",2,3.19,15,15
"STU0317","Engineering",3,2.8,15,15
"STU0317","Engineering",4,3.3,15,15
"STU0317","Engineering",5,3.31,15,15
"STU0317","Engineering",6,3.66,15,15
"STU0317","Engineering",7,2.74,15,15
"STU0317","Engineering",8,3.26,15,15
"STU0318","Business",1,1.53,15,15
"STU0318","Business",2,1.91,15,15
"STU0319","Liberal Arts",1,3.35,15,15
"STU0320","Liberal Arts",1,3.69,15,15
"STU0320","Liberal Arts",2,3.86,15,15
"STU0320","Liberal Arts",3,4,15,15
"STU0320","Liberal Arts",4,3.83,15,15
"STU0320","Liberal Arts",5,3.68,15,15
"STU0320","Liberal Arts",6,3.08,15,15
"STU0320","Liberal Arts",7,3.52,15,15
"STU0320","Liberal Arts",8,4,15,15
"STU0321","Business",1,2.79,15,15
"STU0321","Business",2,2.65,15,15
"STU0321","Business",3,2.54,15,15
"STU0321","Business",4,3.07,15,15
"STU0321","Business",5,3.35,15,15
"STU0321","Business",6,2.64,15,15
"STU0321","Business",7,2.68,15,15
"STU0321","Business",8,3.48,15,15
"STU0322","Business",1,3.09,15,15
"STU0322","Business",2,4,15,15
"STU0322","Business",3,4,15,15
"STU0322","Business",4,3.14,15,15
"STU0322","Business",5,3.99,15,15
"STU0322","Business",6,4,15,15
"STU0322","Business",7,3.96,15,15
"STU0322","Business",8,3.46,15,15
"STU0323","Engineering",1,2.55,15,15
"STU0323","Engineering",2,1.99,15,15
"STU0323","Engineering",3,2.12,15,15
"STU0323","Engineering",4,2.69,15,15
"STU0323","Engineering",5,3.37,15,15
"STU0323","Engineering",6,2.2,15,15
"STU0323","Engineering",7,2.11,15,15
"STU0323","Engineering",8,2.18,15,15
"STU0324","Engineering",1,1.96,15,15
"STU0324","Engineering",2,2.23,15,15
"STU0324","Engineering",3,1.54,15,15
"STU0324","Engineering",4,1.33,15,15
"STU0325","Business",1,2.35,15,15
"STU0325","Business",2,2.67,15,15
"STU0325","Business",3,2.43,15,15
"STU0325","Business",4,2.98,15,15
"STU0325","Business",5,1.56,15,15
"STU0325","Business",6,3.01,15,15
"STU0325","Business",7,2.07,15,15
"STU0325","Business",8,2.35,15,15
"STU0326","Liberal Arts",1,3.36,15,15
"STU0326","Liberal Arts",2,3.77,15,15
"STU0326","Liberal Arts",3,2.69,15,15
"STU0326","Liberal Arts",4,3.15,15,15
"STU0326","Liberal Arts",5,3.16,15,15
"STU0326","Liberal Arts",6,3.42,15,15
"STU0326","Liberal Arts",7,3.13,15,15
"STU0326","Liberal Arts",8,3.53,15,15
"STU0327","Business",1,2.52,15,15
"STU0327","Business",2,2.3,15,15
"STU0327","Business",3,2.05,15,15
"STU0327","Business",4,2.63,15,15
"STU0327","Business",5,2.04,15,15
"STU0327","Business",6,2.9,15,15
"STU0327","Business",7,2.41,15,15
"STU0327","Business",8,1.88,15,15
"STU0328","Liberal Arts",1,3.64,15,15
"STU0328","Liberal Arts",2,3.64,15,15
"STU0328","Liberal Arts",3,3.43,15,15
"STU0328","Liberal Arts",4,3.74,15,15
"STU0328","Liberal Arts",5,3.7,15,15
"STU0328","Liberal Arts",6,4,15,15
"STU0328","Liberal Arts",7,3.42,15,15
"STU0328","Liberal Arts",8,3.36,15,15
"STU0329","Liberal Arts",1,2.46,15,15
"STU0329","Liberal Arts",2,2.83,15,15
"STU0329","Liberal Arts",3,3.08,15,15
"STU0329","Liberal Arts",4,2.77,15,15
"STU0329","Liberal Arts",5,2.11,15,15
"STU0329","Liberal Arts",6,3.01,15,15
"STU0329","Liberal Arts",7,2.4,15,15
"STU0329","Liberal Arts",8,2.92,15,15
"STU0330","Liberal Arts",1,3.19,15,15
"STU0330","Liberal Arts",2,2.93,15,15
"STU0330","Liberal Arts",3,3.38,15,15
"STU0330","Liberal Arts",4,3.8,15,15
"STU0330","Liberal Arts",5,3.29,15,15
"STU0330","Liberal Arts",6,2.97,15,15
"STU0330","Liberal Arts",7,2.97,15,15
"STU0330","Liberal Arts",8,4,15,15
"STU0331","Liberal Arts",1,1.85,15,15
"STU0331","Liberal Arts",2,1.92,15,15
"STU0332","Engineering",1,2.38,15,15
"STU0332","Engineering",2,2.8,15,15
"STU0332","Engineering",3,2.43,15,15
"STU0332","Engineering",4,2.46,15,15
"STU0332","Engineering",5,1.99,15,15
"STU0332","Engineering",6,2.36,15,15
"STU0332","Engineering",7,2.77,15,15
"STU0332","Engineering",8,2.14,15,15
"STU0333","Engineering",1,2.9,15,15
"STU0333","Engineering",2,2.48,15,15
"STU0333","Engineering",3,3.4,15,15
"STU0333","Engineering",4,3.13,15,15
"STU0333","Engineering",5,3.44,15,15
"STU0333","Engineering",6,3.45,15,15
"STU0333","Engineering",7,3.96,15,15
"STU0333","Engineering",8,3.44,15,15
"STU0334","Business",1,2.63,15,15
"STU0334","Business",2,3.81,15,15
"STU0334","Business",3,3.65,15,15
"STU0334","Business",4,2.59,15,15
"STU0334","Business",5,3.69,15,15
"STU0334","Business",6,3.7,15,15
"STU0334","Business",7,3.5,15,15
"STU0334","Business",8,4,15,15
"STU0335","Business",1,2.16,15,15
"STU0335","Business",2,1.96,15,15
"STU0335","Business",3,1.54,15,15
"STU0336","Business",1,3.3,15,15
"STU0336","Business",2,3.1,15,15
"STU0336","Business",3,3.98,15,15
"STU0336","Business",4,3.02,15,15
"STU0336","Business",5,3.22,15,15
"STU0336","Business",6,3.15,15,15
"STU0336","Business",7,3.32,15,15
"STU0336","Business",8,3.65,15,15
"STU0337","Business",1,1.55,15,15
"STU0337","Business",2,1.78,15,15
"STU0338","Engineering",1,3.12,15,15
"STU0338","Engineering",2,2.11,15,15
"STU0338","Engineering",3,3.21,15,15
"STU0338","Engineering",4,2.58,15,15
"STU0338","Engineering",5,2.77,15,15
"STU0338","Engineering",6,3.01,15,15
"STU0338","Engineering",7,2.82,15,15
"STU0338","Engineering",8,1.57,15,15
"STU0339","Liberal Arts",1,3.79,15,15
"STU0339","Liberal Arts",2,2.82,15,15
"STU0339","Liberal Arts",3,3.07,15,15
"STU0339","Liberal Arts",4,2.82,15,15
"STU0339","Liberal Arts",5,3.93,15,15
"STU0339","Liberal Arts",6,3.69,15,15
"STU0339","Liberal Arts",7,3.27,15,15
"STU0339","Liberal Arts",8,3.16,15,15
"STU0340","Engineering",1,2.51,15,15
"STU0340","Engineering",2,2.46,15,15
"STU0340","Engineering",3,2.46,15,15
"STU0340","Engineering",4,3.24,15,15
"STU0340","Engineering",5,2.44,15,15
"STU0340","Engineering",6,2.64,15,15
"STU0340","Engineering",7,2.93,15,15
"STU0340","Engineering",8,2.87,15,15
"STU0341","Business",1,1.17,15,15
"STU0341","Business",2,1.85,15,15
"STU0342","Engineering",1,3.39,15,15
"STU0342","Engineering",2,2.51,15,15
"STU0342","Engineering",3,3.16,15,15
"STU0342","Engineering",4,2.65,15,15
"STU0342","Engineering",5,2.6,15,15
"STU0342","Engineering",6,3.2,15,15
"STU0342","Engineering",7,2.87,15,15
"STU0342","Engineering",8,3.45,15,15
"STU0343","Liberal Arts",1,3.95,15,15
"STU0343","Liberal Arts",2,2.39,15,15
"STU0343","Liberal Arts",3,3.06,15,15
"STU0343","Liberal Arts",4,3.37,15,15
"STU0343","Liberal Arts",5,2.85,15,15
"STU0343","Liberal Arts",6,3.3,15,15
"STU0343","Liberal Arts",7,2.96,15,15
"STU0343","Liberal Arts",8,3.96,15,15
"STU0344","Business",1,2.91,15,15
"STU0344","Business",2,2.83,15,15
"STU0344","Business",3,2.72,15,15
"STU0344","Business",4,3.87,15,15
"STU0344","Business",5,2.88,15,15
"STU0344","Business",6,2.81,15,15
"STU0344","Business",7,1.9,15,15
"STU0344","Business",8,3.38,15,15
"STU0345","Engineering",1,1.67,15,15
"STU0345","Engineering",2,1.88,15,15
"STU0347","Liberal Arts",1,2.29,15,15
"STU0347","Liberal Arts",2,2.89,15,15
"STU0347","Liberal Arts",3,2.5,15,15
"STU0347","Liberal Arts",4,2.73,15,15
"STU0347","Liberal Arts",5,2.9,15,15
"STU0347","Liberal Arts",6,2.58,15,15
"STU0347","Liberal Arts",7,2.66,15,15
"STU0347","Liberal Arts",8,3.3,15,15
"STU0348","Business",1,2.94,15,15
"STU0348","Business",2,2.56,15,15
"STU0348","Business",3,3.3,15,15
"STU0348","Business",4,1.9,15,15
"STU0348","Business",5,2.66,15,15
"STU0348","Business",6,3.18,15,15
"STU0348","Business",7,2.62,15,15
"STU0348","Business",8,3.24,15,15
"STU0349","Liberal Arts",1,4,15,15
"STU0349","Liberal Arts",2,4,15,15
"STU0349","Liberal Arts",3,3.79,15,15
"STU0349","Liberal Arts",4,3.86,15,15
"STU0349","Liberal Arts",5,3.85,15,15
"STU0349","Liberal Arts",6,3.99,15,15
"STU0349","Liberal Arts",7,3.1,15,15
"STU0349","Liberal Arts",8,3.74,15,15
"STU0350","Liberal Arts",1,3.01,15,15
"STU0350","Liberal Arts",2,2.05,15,15
"STU0350","Liberal Arts",3,1.88,15,15
"STU0350","Liberal Arts",4,2.12,15,15
"STU0350","Liberal Arts",5,2.37,15,15
"STU0350","Liberal Arts",6,2.66,15,15
"STU0350","Liberal Arts",7,2.14,15,15
"STU0350","Liberal Arts",8,2.54,15,15
"STU0351","Business",1,3.2,15,15
"STU0351","Business",2,3.56,15,15
"STU0351","Business",3,3.45,15,15
"STU0351","Business",4,3.76,15,15
"STU0351","Business",5,3.19,15,15
"STU0351","Business",6,2.97,15,15
"STU0351","Business",7,4,15,15
"STU0351","Business",8,3.55,15,15
"STU0352","Business",1,3.12,15,15
"STU0352","Business",2,3,15,15
"STU0352","Business",3,3.61,15,15
"STU0352","Business",4,3.57,15,15
"STU0352","Business",5,3.03,15,15
"STU0352","Business",6,4,15,15
"STU0352","Business",7,3.41,15,15
"STU0352","Business",8,2.65,15,15
"STU0353","Engineering",1,3.35,15,15
"STU0353","Engineering",2,3.51,15,15
"STU0353","Engineering",3,3.59,15,15
"STU0353","Engineering",4,3.51,15,15
"STU0353","Engineering",5,3.37,15,15
"STU0353","Engineering",6,3.71,15,15
"STU0353","Engineering",7,3.45,15,15
"STU0353","Engineering",8,2.58,15,15
"STU0354","Engineering",1,2.34,15,15
"STU0354","Engineering",2,3.48,15,15
"STU0354","Engineering",3,2.63,15,15
"STU0354","Engineering",4,3.06,15,15
"STU0354","Engineering",5,3.3,15,15
"STU0354","Engineering",6,2.77,15,15
"STU0354","Engineering",7,2.39,15,15
"STU0354","Engineering",8,2.94,15,15
"STU0355","Liberal Arts",1,4,15,15
"STU0355","Liberal Arts",2,4,15,15
"STU0355","Liberal Arts",3,3.88,15,15
"STU0355","Liberal Arts",4,3.65,15,15
"STU0355","Liberal Arts",5,4,15,15
"STU0355","Liberal Arts",6,4,15,15
"STU0355","Liberal Arts",7,3.44,15,15
"STU0355","Liberal Arts",8,4,15,15
"STU0356","Business",1,2,15,15
"STU0356","Business",2,1.93,15,15
"STU0356","Business",3,2.3,15,15
"STU0356","Business",4,2.16,15,15
"STU0356","Business",5,1.8,15,15
"STU0356","Business",6,1.88,15,15
"STU0357","Business",1,3.35,15,15
"STU0357","Business",2,3.61,15,15
"STU0357","Business",3,3.6,15,15
"STU0357","Business",4,3.21,15,15
"STU0357","Business",5,4,15,15
"STU0357","Business",6,3.19,15,15
"STU0357","Business",7,3.67,15,15
"STU0357","Business",8,3.15,15,15
"STU0358","Liberal Arts",1,3.5,15,15
"STU0358","Liberal Arts",2,3.23,15,15
"STU0358","Liberal Arts",3,2.83,15,15
"STU0358","Liberal Arts",4,3.08,15,15
"STU0358","Liberal Arts",5,3.08,15,15
"STU0358","Liberal Arts",6,2.9,15,15
"STU0358","Liberal Arts",7,3.45,15,15
"STU0358","Liberal Arts",8,3.33,15,15
"STU0359","Business",1,4,15,15
"STU0359","Business",2,4,15,15
"STU0359","Business",3,4,15,15
"STU0359","Business",4,3.45,15,15
"STU0359","Business",5,3.84,15,15
"STU0359","Business",6,3.66,15,15
"STU0359","Business",7,3.35,15,15
"STU0359","Business",8,3.83,15,15
"STU0360","Business",1,2.33,15,15
"STU0360","Business",2,2.79,15,15
"STU0360","Business",3,2.09,15,15
"STU0360","Business",4,1.61,15,15
"STU0360","Business",5,3.48,15,15
"STU0360","Business",6,3.29,15,15
"STU0360","Business",7,3.25,15,15
"STU0360","Business",8,2.22,15,15
"STU0361","Business",1,3.53,15,15
"STU0361","Business",2,3.42,15,15
"STU0361","Business",3,3.12,15,15
"STU0361","Business",4,3.11,15,15
"STU0361","Business",5,3.37,15,15
"STU0361","Business",6,3.44,15,15
"STU0361","Business",7,3.83,15,15
"STU0361","Business",8,3.66,15,15
"STU0362","Business",1,3.51,15,15
"STU0362","Business",2,3.03,15,15
"STU0362","Business",3,3.46,15,15
"STU0362","Business",4,3.01,15,15
"STU0362","Business",5,3.25,15,15
"STU0362","Business",6,2.89,15,15
"STU0363","Engineering",1,2.59,15,15
"STU0363","Engineering",2,3.11,15,15
"STU0363","Engineering",3,2.77,15,15
"STU0363","Engineering",4,2.58,15,15
"STU0363","Engineering",5,2.97,15,15
"STU0363","Engineering",6,3.16,15,15
"STU0363","Engineering",7,2.94,15,15
"STU0363","Engineering",8,2.44,15,15
"STU0364","Liberal Arts",1,3.51,15,15
"STU0364","Liberal Arts",2,2.55,15,15
"STU0364","Liberal Arts",3,3.76,15,15
"STU0364","Liberal Arts",4,3.45,15,15
"STU0364","Liberal Arts",5,3.87,15,15
"STU0364","Liberal Arts",6,3.67,15,15
"STU0364","Liberal Arts",7,3.4,15,15
"STU0364","Liberal Arts",8,3.46,15,15
"STU0365","Business",1,2.79,15,15
"STU0365","Business",2,3.48,15,15
"STU0365","Business",3,2.84,15,15
"STU0365","Business",4,3.51,15,15
"STU0365","Business",5,3.31,15,15
"STU0365","Business",6,2.62,15,15
"STU0365","Business",7,3.64,15,15
"STU0365","Business",8,3.08,15,15
"STU0366","Business",1,4,15,15
"STU0366","Business",2,3.51,15,15
"STU0366","Business",3,3.4,15,15
"STU0366","Business",4,3.99,15,15
"STU0366","Business",5,3.67,15,15
"STU0366","Business",6,4,15,15
"STU0366","Business",7,3.97,15,15
"STU0366","Business",8,3.81,15,15
"STU0367","Business",1,2.95,15,15
"STU0367","Business",2,2.49,15,15
"STU0367","Business",3,3.39,15,15
"STU0367","Business",4,2.61,15,15
"STU0367","Business",5,2.74,15,15
"STU0367","Business",6,3.39,15,15
"STU0367","Business",7,2.29,15,15
"STU0367","Business",8,2.87,15,15
"STU0368","Liberal Arts",1,3.31,15,15
"STU0368","Liberal Arts",2,3.81,15,15
"STU0368","Liberal Arts",3,3.3,15,15
"STU0368","Liberal Arts",4,2.96,15,15
"STU0368","Liberal Arts",5,2.65,15,15
"STU0368","Liberal Arts",6,3.7,15,15
"STU0368","Liberal Arts",7,3.24,15,15
"STU0368","Liberal Arts",8,3.48,15,15
"STU0369","Business",1,4,15,15
"STU0369","Business",2,3.91,15,15
"STU0369","Business",3,3.41,15,15
"STU0369","Business",4,4,15,15
"STU0369","Business",5,4,15,15
"STU0369","Business",6,4,15,15
"STU0369","Business",7,4,15,15
"STU0369","Business",8,3.27,15,15
"STU0370","Engineering",1,3.81,15,15
"STU0370","Engineering",2,3.78,15,15
"STU0370","Engineering",3,4,15,15
"STU0370","Engineering",4,4,15,15
"STU0370","Engineering",5,3.61,15,15
"STU0370","Engineering",6,3.72,15,15
"STU0370","Engineering",7,3.96,15,15
"STU0370","Engineering",8,3.24,15,15
"STU0371","Engineering",1,3.66,15,15
"STU0371","Engineering",2,3.46,15,15
"STU0371","Engineering",3,3.21,15,15
"STU0371","Engineering",4,3.54,15,15
"STU0371","Engineering",5,3.13,15,15
"STU0371","Engineering",6,3.29,15,15
"STU0371","Engineering",7,4,15,15
"STU0371","Engineering",8,3.78,15,15
"STU0372","Engineering",1,3.87,15,15
"STU0372","Engineering",2,3.48,15,15
"STU0372","Engineering",3,3.85,15,15
"STU0372","Engineering",4,4,15,15
"STU0372","Engineering",5,3.41,15,15
"STU0372","Engineering",6,3.69,15,15
"STU0372","Engineering",7,3.25,15,15
"STU0372","Engineering",8,3.58,15,15
"STU0373","Liberal Arts",1,3.27,15,15
"STU0373","Liberal Arts",2,4,15,15
"STU0373","Liberal Arts",3,3.87,15,15
"STU0373","Liberal Arts",4,4,15,15
"STU0373","Liberal Arts",5,3.98,15,15
"STU0373","Liberal Arts",6,4,15,15
"STU0373","Liberal Arts",7,3.44,15,15
"STU0373","Liberal Arts",8,3.51,15,15
"STU0374","Engineering",1,4,15,15
"STU0374","Engineering",2,3.3,15,15
"STU0374","Engineering",3,4,15,15
"STU0374","Engineering",4,3.33,15,15
"STU0374","Engineering",5,3.1,15,15
"STU0374","Engineering",6,3.16,15,15
"STU0374","Engineering",7,3.7,15,15
"STU0374","Engineering",8,4,15,15
"STU0375","Liberal Arts",1,3.7,15,15
"STU0375","Liberal Arts",2,3.28,15,15
"STU0375","Liberal Arts",3,3.96,15,15
"STU0375","Liberal Arts",4,3.36,15,15
"STU0375","Liberal Arts",5,2.83,15,15
"STU0375","Liberal Arts",6,3.62,15,15
"STU0375","Liberal Arts",7,3.38,15,15
"STU0375","Liberal Arts",8,3.57,15,15
